구인상태,근무내용,근무시간,근무지역,급여,등록일,성별,업체명,연령,지원방법,지원서류,직종,채용인원
구인상태구인마감,"근무내용<주식회사 크라운티엠에스>오피스텔 청소원 1명- 오피스텔 내 청소 업무*주6일 평일 08:00~15:00 (휴게 1시간) / 토 08:00~11:00*월급 156만원*상용직*여*근무지 : 서울 마포구 독막로 100, 세방글로벌시티 관리사무소, 상수역 3번 출구*지원방법 : 팩스지원 0504-255-1854 / 이메일지원 jangraiho74@hanmail.net*지원서류 : 이력서",근무시간주6일,근무지역마포구 상수동,급여월급 156만원,등록일2024-10-29,성별여,업체명주식회사 크라운티엠에스,연령무관,지원방법팩스지원 0504-255-1854,지원서류,직종오피스텔 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)동하기업>
대형폐기물 수거원 1명
*신대방역 인근 보라매집하장 대형폐기물 수거 업무*경력자 우대, 장기근무 가능하신 분 우대, 운전면허 1종보통 소지자 우대*월350만원(식대 20만원)
*주6일 07:00~16:00
*상용직
*근무지 서울특별시 동작구 보라매로 5길 58 (신대방역 인근)*전화지원 후 면접 진행(전화 부재 시 문자 남겨주시면 연락드린다고 하십니다.) 010-4073-3087",근무시간주6일07:00~16:00(휴게 1시간),근무지역동작구 신대방동,급여월350만원(식대20만원),등록일2024-10-29,성별-,업체명(주)동하기업,연령무관,지원방법전화지원 010-4073-3087,지원서류,직종대형폐기물 수거원,채용인원1명
구인상태구인마감,"근무내용<주식회사 지엔비>아파트 외곽청소원 1명- 아파트 관내외 청소 업무*주6일 평일 08:00~15:00 (휴게 1시간) / 토 08:00~11:00*월급 1,771,270원*계약직(3개월)*남, 즉시 출근가능자, 6개월 이상 우대*근무지 : 서울 서초구 방배로 21(방배동) 방배그랑자이, 방배역 2번 출구*지원방법 : 전화 후 방문 031-8045-4213*지원서류 : 이력서",근무시간주6일,근무지역서초구 방배동,"급여월급 1,771,270원",등록일2024-10-29,성별남,업체명주식회사 지엔비,연령무관,지원방법전화 후 방문 031-8045-4213,지원서류,직종아파트 외곽청소원,채용인원1명
구인상태구인마감,"근무내용<맥서브>
고속도로 통행 수납사원 1명 /*정년 60세*구리포천고속도로(중랑IC) 통행 수납사원
*월260만원 / 퇴직연금 / 4대보험O
*3교대 근무(초초중중말말 휴휴 스케줄 근무)
 - 초 06:00~15:00 / 중 13:00~22:00 / 말 21:30~06:30 (8시간씩 스케줄 근무) / 휴게 1시간
*계약직(12개월)
*근무지 서울특별시 중랑구 구리포천고속도로 중랑IC*이력서 팩스지원 031-527-4357",근무시간3교대 근무,근무지역중랑구 중랑IC,급여월260만원,등록일2024-10-29,성별무관,업체명맥서브,연령만60세 정년,지원방법이력서 팩스지원 031-527-4357,지원서류,직종고속도로 통행 수납사원,채용인원1명
구인상태구인마감,"근무내용<강남역1차아이파크관리단>오피스텔 경비원 1명오피스텔 순찰, 경비 업무*격일 07:00~07:00 (휴게시간9.5 오전2시간, 낮2.5시간, 오후1시간, 밤4시간)*월급 250만원*계약직(12개월)*남*근무지 : 서울시 서초구 서초대로77길 62 신논현 7번출구*지원방법 : 팩스지원 02-532-9638 / 이메일 지원 ltycjstk@naver.com*지원서류 : 이력서, 자기소개서*전화사절",근무시간격일07:00~익일07:00,근무지역서초구 서초동,급여월급 250만원,등록일2024-10-28,성별남,업체명강남역1차아이파크관리단,연령무관,지원방법팩스지원 02-532-9638,지원서류,직종오피스텔 경비원,채용인원1명
구인상태구인마감,"근무내용<주식회사 이에마로>학교 시설관리원 1명- 간단 형광등 교체, 분리수거, 청소 업무*주5일 평일 07:30~16:30 (휴게 1시간)*월급 206만원(+ 식대 140,000+ 명절, 휴가비 지급 2회,피복비 지급 1회)*계약직(4개월)*남, 면접(본사사무실(영등포구)) 가능하신분만 지원*근무지 : 서울시 강서구 등촌로51나길 35, 백석중학교 (등촌동), 등촌역 7번 출구*지원방법 : 팩스지원 02-6350-1510 / 이메일 지원 jwhong@nosa.or.kr*지원서류 : 이력서",근무시간주5일,근무지역강서구 등촌동,급여월급 206만원,등록일2024-10-28,성별남,업체명주식회사 이에마로,연령무관,지원방법팩스지원 02-6350-1510,지원서류,직종학교 시설관리원,채용인원1명
구인상태구인마감,"근무내용<주식회사 지엔비>아파트 외곽청소원 1명- 아파트 관내외 청소 및 정리 업무*주6일 평일 08:30~15:30 (휴게 2시간) / 토,일 08:00~11:00(3명순환근무)*월급 1,855,530원*계약직(12개월)*남, 즉시 출근가능자, 6개월 이상 우대*근무지 : 서울 용산구 서빙고로 35(한강로3가) 용산시티파크, 신용산역 2번 출구*지원방법 : 전화 후 방문 031-8045-4213*지원서류 : 이력서","근무시간주6일, 내용참조",근무지역용산구 한강로3가,"급여월급 1,855,530원",등록일2024-10-28,성별남,업체명주식회사 지엔비,연령무관,지원방법전화 후 방문 031-8045-4213,지원서류,직종아파트 외곽청소원,채용인원1명
구인상태구인마감,"근무내용<롯데캐슬프레미어입주자대표회의>
아파트 외곽청소원 2명
- 아파트 외곽 청소, 폐기물 분리수거 업무 
*주6일 평일 09:00~16:00 (휴게 1.5시간) / 격주 토 09:00~12:00
*월급 160만원
*계약직(12개월)
*남
*근무지 : 서울 강남구 선릉로126길 22 롯데캐슬프레미어아파트, 강남구청역 1번 출구
*지원방법 : 전화 후 방문 02-511-7208
*지원서류 : 이력서","근무시간주6일, 내용참조",근무지역강남구 삼성동,급여월급 160만원,등록일2024-10-28,성별남,업체명롯데캐슬프레미어입주자대표회의,연령무관,지원방법전화 후 방문 02-511-7208,지원서류,직종아파트 외곽청소원,채용인원2명
구인상태구인마감,"근무내용<국도안전관리(주)>
*공사현장 경비원 1명*공사현장 경비 업무(입출입 차량관리, 순찰, 안내, 방호 등)
*월210만원
*격일 07:00~익일 07:00(24시간 교대 근로, 휴게시간 11시간)
*계약직(3개월 예상) / 공사잔여기간까지 근로
*근무지 서울특별시 관악구 인헌12길 (낙성대역 인근 도보 15분)
*경비교육 필수(부사관 출신은 면제)*이력서 팩스지원(02-522-0687) 또는 문자지원(이력서 사진전송: 010-4693-4249) 가능이력서 상단 ""봉천동 경비직 지원"" 기재",근무시간격일07:00~익일07:00,근무지역관악구 봉천동,급여월210만원,등록일2024-10-28,성별남,업체명국도안전관리(주),연령무관,지원방법팩스지원 또는 문자지원,지원서류,직종공사현장 경비원,채용인원1명
구인상태구인마감,"근무내용※해당 공고는 공공일자리로, 11.1.(금) 18:00까지 접수입니다.","근무시간주5일, 1일 8시간 근무",근무지역강남구 역삼동,"급여일91,488원",등록일2024-10-26,성별무관,업체명[공공일자리] 강남구청,연령55세~64세,지원방법전자우편 접수,지원서류서울형 매력일자리 사업 참여 신청서식.hwp,직종서울 매력일자리 전통시장 매니저,채용인원1명
구인상태구인마감,"근무내용※해당 공고는 공공일자리로, 10.30.(수) 18:00까지 접수입니다.","근무시간주5일, 1일 8시간 근무",근무지역강북구 수유동,"급여일91,488원",등록일2024-10-26,성별무관,업체명[공공일자리] 강북구청,연령55세~64세,지원방법방문접수 또는 전자우편 접수,지원서류(강북구) 서울 매력일자리 사업 참여 신청서 등.hwpx,직종서울 매력일자리 전통시장 매니저,채용인원1명
구인상태구인마감,"근무내용<기빙플러스>매장판매원 1명기빙플러스는 기업의 기증물품을 판매한 수익으로 사회적 일자리를 창출하는 나눔 매장입니다- 업무: 역사 내 기빙플러스 매장 관리(청소 등), 상품관리 및 진열, 판매, 구매고객 응대 등*물류관리 주3회 평균 1~20kg  20박스 입고 되며, 최대 50 박스가 입고 되는 경우도 있어 매장 내 직원분들과 함께 물류작업 수행하나, 어느 정도 무거운 것을 들으실 수 있어야 함.*고객응대 시, 가격, 할인, 이벤트에 대한 설명과 더불어 사업 취지를 전달할 수 있어야 하며(판매경력 우대), POS 기기 단독 사용이 가능(POS기기 단독 사용자 우대) 해야 함.[당산역]주5일 / 10:45~15:15(휴게시간 30분)서울특별시 영등포구 양평로 40, 지하 1층 5번매장*시급9,900원*계약직(3개월)/ 계약만료 후 상용직 전환검토*성별무관, 만 55세 이상*지원방법: 첨부된 이력서 활용하여 메일 지원 givingps@miral.org -> 당산역 반드시 기재",근무시간주5일 10:45~15:15,근무지역당산역사,"급여시급9,900원",등록일2024-10-25,성별여,업체명기빙플러스,연령만 55세 이상,지원방법메일지원 givingps@miral.org,지원서류기빙플러스 입사지원서 양식.hwp,직종매장 판매원,채용인원1명
구인상태구인마감,"근무내용<(주)삼일티엠에스>빌딩경비원 1명빌딩 내 경비업무 전반*월급 249만원*격일 07:00~07:00*계약직(12개월)*남, 일반경비원 신임교육 이수증 필수*근무지 : 서울시 마포구 만리재로 47, 공덕코어 빌딩, 목동역 5번 출구*지원방법 : 전화 후 방문 02-924-8415 / 팩스지원 02-924-8418*지원서류 : 이력서",근무시간격일07:00~익일07:00,근무지역마포구 신공덕동,급여월급 249만원,등록일2024-10-24,성별남,업체명(주)삼일티엠에스,연령무관,지원방법전화 후 방문 02-924-8415,지원서류,직종빌딩경비원,채용인원1명
구인상태구인마감,"근무내용<(유)탄천산업>아파트 청소원 1명상가 복도, 화장실 청소 업무*월급 1,241,580원*주5일 : 08:30~14:30(휴게시간 1시간10분)*상용직*근무지 : 서울시 양천구 목동로 186 신시가지아파트7단지, 목동역 5번 출구*지원방법 : 전화 후 방문 070-4048-6104*지원서류 : 이력서",근무시간주5일,근무지역양천구 목동,"급여월급 1,241,580원",등록일2024-10-24,성별여,업체명(유)탄천산업,연령무관,지원방법전화 후 방문 070-4048-6104,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)다우시스템>
아파트 청소원 2명 
- 아파트 내부 청소 업무
*월급 202만원 
*주6일 : 평일 08:00~16:00 / 토요일 08:00~12:00
*계약직(12개월)
*남, 경력 1년이상 우대, 복지카드소지자 우대
*근무지 서울시 용산구 한강로2가 한강대로 69, 용산푸르지오 써밋, 용산역 인근
*지원방법 : 팩스지원 031-523-3838 / 이메일지원 dawoo6167@naver.com
*지원서류 : 이력서",근무시간주6일,근무지역용산구 한강로2가,급여월급 202만원,등록일2024-10-21,성별여,업체명(주)다우시스템,연령무관,지원방법팩스지원 031-523-3838,지원서류,직종아파트 청소원,채용인원2명
구인상태구인마감,"근무내용2024년 송파구 아이돌보미 수시모집송파구가족센터 아이돌봄지원사업팀에서는 업무수행에 사명감을 가지고함께 일할성실하고 책임감 있는 아이돌보미를 다음과 같이 모집합니다.1.채용분야 및 인원:아이돌보미30명2.활동내용가.돌봄장소:송파구 내 이용가정나.아동연령:만3개월~만36개월 이하 영아다.활동시간:이용가정과 연계된 시간(1주40시간 이내 근로)라.돌봄수당:기본수당(시간당) 10,110원-주휴일,야간·휴일·연장근로,연차유급휴가 수당 산정 등에 따라 발생하는 법정 제수당 지급마.활동내용:보육시설 등·하원 및 준비물 보조,부모가 올 때까지 임시보육,놀이 활동,준비된 식사 및 간식 챙겨주기,이유식 먹이기,젖병 소독,기저귀 갈기,목욕 등(단,가사 활동 제외)※친인척(아동기준4촌이내)및 특정 이용가정 지정 연계 불가3.모집대상가.자격증 소지자(보육교사,유치원정교사,초·중등교사,의료인 자격증)나.아이돌보미 양성교육 이수자(퇴사 후 재활동 또는’24년 이전 양성교육 이수 후 미활동자)4.응시자격가.전염성질병(결핵 등),정신질환,마약·대마 또는 향정신성의약품 중독이 아닌 자나.범죄경력 및 아이돌봄지원법에서 규정한 결격사유가 없는 자다.만3개월~ 36개월 이하 영아 활동 가능자라.하원 시간대(15:00 ~ 20:00)활동 가능자5.신청서류가.아이돌보미 신청서(센터 방문하여 작성)나.주민등록등본1부다.이력서1부(A4규격에 맞게 작성)라.자기소개서1부(A4규격에 맞게 작성)마.관련 자격증 사본1부(‘3.모집대상-가’참고)또는 아이돌보미 양성교육 수료증1부바.경력증명서(해당자) 1부6.채용일정구분일시비고서류접수4월8일(월) ~ 11월29일(금) (점심시간12:00-13:00제외)본인 방문 접수접수장소:송파구 백제고분로42길5(송파여성문화회관), 3층송파구가족센터 아이돌봄지원사업 사무실인적성검사개별 안내*온라인 진행30~40분 소요면접개별 안내30분 소요오리엔테이션개별 안내(합격자에 한함)7.현장실습 및 보수교육구분내용비고현장실습일정:개별 안내(총10시간)방법:활동 중인 아이돌보미와2인1조로 이용자가정 방문하여 진행비용: 2만원(본인부담,서비스제공기관에 납부)보수교육일정:개별 안내(총16시간,대면교육)장소:송파여성인력개발센터(서울특별시 송파구 중대로9길34(가락동)대호빌딩2층)※현장실습 면제자(보수교육만 이수,경력증명서 제출 필수)1)관련 자격증 소지 및5년 이내 해당 업무 경력자2)양성교육 이수 일자가2년 이내 또는 아이돌보미 활동 일자가2년 이내인 자8.합격 후 제출서류가.기본증명서1부나.채용신체검사서1부(반드시 전염성질병(결핵, B형간염)및 정신질환,마약·대마·향정신성의약품 중독에 대한 검사 포함 필수)다.통장사본1부라. 3개월 내 찍은 증명사진2장9.기타가.문의전화:송파구 아이돌봄지원사업팀☎02-430-3844나.홈페이지:송파구가족센터(http://songpa.familynet.or.kr)아이돌봄서비스(https://care.idolbom.go.kr/dolbomi/main/main.do)",근무시간공고문 참고,근무지역송파구 내 이용가정,"급여시급 10,110원",등록일2024-10-21,성별무관,업체명송파구가족센터,연령무관,지원방법본인 방문 접수,지원서류,직종아이돌보미,채용인원30명
